date,timestamp_queried,source_url,rows_matched
2022-12-31,20221231121500,http://data.gdeltproject.org/gdeltv2/20221231121500.gkg.csv.zip,73
2023-01-01,20230101121500,http://data.gdeltproject.org/gdeltv2/20230101121500.gkg.csv.zip,64
2023-01-02,20230102121500,http://data.gdeltproject.org/gdeltv2/20230102121500.gkg.csv.zip,61
2023-01-03,20230103121500,http://data.gdeltproject.org/gdeltv2/20230103121500.gkg.csv.zip,105
2023-01-04,20230104121500,http://data.gdeltproject.org/gdeltv2/20230104121500.gkg.csv.zip,102
2023-01-05,20230105121500,http://data.gdeltproject.org/gdeltv2/20230105121500.gkg.csv.zip,153
2023-01-06,20230106121500,http://data.gdeltproject.org/gdeltv2/20230106121500.gkg.csv.zip,139
2023-01-07,20230107121500,http://data.gdeltproject.org/gdeltv2/20230107121500.gkg.csv.zip,56
2023-01-08,20230108121500,http://data.gdeltproject.org/gdeltv2/20230108121500.gkg.csv.zip,53
2023-01-09,20230109121500,http://data.gdeltproject.org/gdeltv2/20230109121500.gkg.csv.zip,137
2023-01-10,20230110121500,http://data.gdeltproject.org/gdeltv2/20230110121500.gkg.csv.zip,142
2023-01-11,20230111121500,http://data.gdeltproject.org/gdeltv2/20230111121500.gkg.csv.zip,127
2023-01-12,20230112121500,http://data.gdeltproject.org/gdeltv2/20230112121500.gkg.csv.zip,118
2023-01-13,20230113121500,http://data.gdeltproject.org/gdeltv2/20230113121500.gkg.csv.zip,101
2023-01-14,20230114121500,http://data.gdeltproject.org/gdeltv2/20230114121500.gkg.csv.zip,63
2023-01-15,20230115121500,http://data.gdeltproject.org/gdeltv2/20230115121500.gkg.csv.zip,27
2023-01-16,20230116121500,http://data.gdeltproject.org/gdeltv2/20230116121500.gkg.csv.zip,77
2023-01-17,20230117121500,http://data.gdeltproject.org/gdeltv2/20230117121500.gkg.csv.zip,102
2023-01-18,20230118121500,http://data.gdeltproject.org/gdeltv2/20230118121500.gkg.csv.zip,122
2023-01-19,20230119121500,http://data.gdeltproject.org/gdeltv2/20230119121500.gkg.csv.zip,108
2023-01-20,20230120121500,http://data.gdeltproject.org/gdeltv2/20230120121500.gkg.csv.zip,150
2023-01-21,20230121121500,http://data.gdeltproject.org/gdeltv2/20230121121500.gkg.csv.zip,34
2023-01-22,20230122121500,http://data.gdeltproject.org/gdeltv2/20230122121500.gkg.csv.zip,47
2023-01-23,20230123121500,http://data.gdeltproject.org/gdeltv2/20230123121500.gkg.csv.zip,114
2023-01-24,20230124121500,http://data.gdeltproject.org/gdeltv2/20230124121500.gkg.csv.zip,116
2023-01-25,20230125121500,http://data.gdeltproject.org/gdeltv2/20230125121500.gkg.csv.zip,86
2023-01-26,20230126121500,http://data.gdeltproject.org/gdeltv2/20230126121500.gkg.csv.zip,141
2023-01-27,20230127121500,http://data.gdeltproject.org/gdeltv2/20230127121500.gkg.csv.zip,143
2023-01-28,20230128121500,http://data.gdeltproject.org/gdeltv2/20230128121500.gkg.csv.zip,59
2023-01-29,20230129121500,http://data.gdeltproject.org/gdeltv2/20230129121500.gkg.csv.zip,100
2023-01-30,20230130121500,http://data.gdeltproject.org/gdeltv2/20230130121500.gkg.csv.zip,82
2023-01-31,20230131121500,http://data.gdeltproject.org/gdeltv2/20230131121500.gkg.csv.zip,125
2023-02-01,20230201121500,http://data.gdeltproject.org/gdeltv2/20230201121500.gkg.csv.zip,120
2023-02-02,20230202121500,http://data.gdeltproject.org/gdeltv2/20230202121500.gkg.csv.zip,107
2023-02-03,20230203121500,http://data.gdeltproject.org/gdeltv2/20230203121500.gkg.csv.zip,118
2023-02-04,20230204121500,http://data.gdeltproject.org/gdeltv2/20230204121500.gkg.csv.zip,61
2023-02-05,20230205121500,http://data.gdeltproject.org/gdeltv2/20230205121500.gkg.csv.zip,53
2023-02-06,20230206121500,http://data.gdeltproject.org/gdeltv2/20230206121500.gkg.csv.zip,89
2023-02-07,20230207121500,http://data.gdeltproject.org/gdeltv2/20230207121500.gkg.csv.zip,114
2023-02-08,20230208121500,http://data.gdeltproject.org/gdeltv2/20230208121500.gkg.csv.zip,140
2023-02-09,20230209121500,http://data.gdeltproject.org/gdeltv2/20230209121500.gkg.csv.zip,136
2023-02-10,20230210121500,http://data.gdeltproject.org/gdeltv2/20230210121500.gkg.csv.zip,123
2023-02-11,20230211121500,http://data.gdeltproject.org/gdeltv2/20230211121500.gkg.csv.zip,58
2023-02-12,20230212121500,http://data.gdeltproject.org/gdeltv2/20230212121500.gkg.csv.zip,64
2023-02-13,20230213121500,http://data.gdeltproject.org/gdeltv2/20230213121500.gkg.csv.zip,137
2023-02-14,20230214121500,http://data.gdeltproject.org/gdeltv2/20230214121500.gkg.csv.zip,82
2023-02-15,20230215121500,http://data.gdeltproject.org/gdeltv2/20230215121500.gkg.csv.zip,133
2023-02-16,20230216121500,http://data.gdeltproject.org/gdeltv2/20230216121500.gkg.csv.zip,148
2023-02-17,20230217121500,http://data.gdeltproject.org/gdeltv2/20230217121500.gkg.csv.zip,116
2023-02-18,20230218121500,http://data.gdeltproject.org/gdeltv2/20230218121500.gkg.csv.zip,54
2023-02-19,20230219121500,http://data.gdeltproject.org/gdeltv2/20230219121500.gkg.csv.zip,51
2023-02-20,20230220121500,http://data.gdeltproject.org/gdeltv2/20230220121500.gkg.csv.zip,112
2023-02-21,20230221121500,http://data.gdeltproject.org/gdeltv2/20230221121500.gkg.csv.zip,100
2023-02-22,20230222121500,http://data.gdeltproject.org/gdeltv2/20230222121500.gkg.csv.zip,78
2023-02-23,20230223121500,http://data.gdeltproject.org/gdeltv2/20230223121500.gkg.csv.zip,97
2023-02-24,20230224121500,http://data.gdeltproject.org/gdeltv2/20230224121500.gkg.csv.zip,68
2023-02-25,20230225121500,http://data.gdeltproject.org/gdeltv2/20230225121500.gkg.csv.zip,61
2023-02-26,20230226121500,http://data.gdeltproject.org/gdeltv2/20230226121500.gkg.csv.zip,45
2023-02-27,20230227121500,http://data.gdeltproject.org/gdeltv2/20230227121500.gkg.csv.zip,92
2023-02-28,20230228121500,http://data.gdeltproject.org/gdeltv2/20230228121500.gkg.csv.zip,163
2023-03-01,20230301121500,http://data.gdeltproject.org/gdeltv2/20230301121500.gkg.csv.zip,150
2023-03-02,20230302121500,http://data.gdeltproject.org/gdeltv2/20230302121500.gkg.csv.zip,115
2023-03-03,20230303121500,http://data.gdeltproject.org/gdeltv2/20230303121500.gkg.csv.zip,90
2023-03-04,20230304121500,http://data.gdeltproject.org/gdeltv2/20230304121500.gkg.csv.zip,66
2023-03-05,20230305121500,http://data.gdeltproject.org/gdeltv2/20230305121500.gkg.csv.zip,42
2023-03-06,20230306121500,http://data.gdeltproject.org/gdeltv2/20230306121500.gkg.csv.zip,97
2023-03-07,20230307121500,http://data.gdeltproject.org/gdeltv2/20230307121500.gkg.csv.zip,128
2023-03-08,20230308121500,http://data.gdeltproject.org/gdeltv2/20230308121500.gkg.csv.zip,133
2023-03-09,20230309121500,http://data.gdeltproject.org/gdeltv2/20230309121500.gkg.csv.zip,103
2023-03-10,20230310121500,http://data.gdeltproject.org/gdeltv2/20230310121500.gkg.csv.zip,110
2023-03-11,20230311121500,http://data.gdeltproject.org/gdeltv2/20230311121500.gkg.csv.zip,58
2023-03-12,20230312121500,http://data.gdeltproject.org/gdeltv2/20230312121500.gkg.csv.zip,55
2023-03-13,20230313121500,http://data.gdeltproject.org/gdeltv2/20230313121500.gkg.csv.zip,86
2023-03-14,20230314121500,http://data.gdeltproject.org/gdeltv2/20230314121500.gkg.csv.zip,105
2023-03-15,20230315121500,http://data.gdeltproject.org/gdeltv2/20230315121500.gkg.csv.zip,98
2023-03-16,20230316121500,http://data.gdeltproject.org/gdeltv2/20230316121500.gkg.csv.zip,111
2023-03-17,20230317121500,http://data.gdeltproject.org/gdeltv2/20230317121500.gkg.csv.zip,110
2023-03-18,20230318121500,http://data.gdeltproject.org/gdeltv2/20230318121500.gkg.csv.zip,47
2023-03-19,20230319121500,http://data.gdeltproject.org/gdeltv2/20230319121500.gkg.csv.zip,52
2023-03-20,20230320121500,http://data.gdeltproject.org/gdeltv2/20230320121500.gkg.csv.zip,110
2023-03-21,20230321121500,http://data.gdeltproject.org/gdeltv2/20230321121500.gkg.csv.zip,151
2023-03-22,20230322121500,http://data.gdeltproject.org/gdeltv2/20230322121500.gkg.csv.zip,0
2023-03-23,20230323121500,http://data.gdeltproject.org/gdeltv2/20230323121500.gkg.csv.zip,0
2023-03-24,20230324121500,http://data.gdeltproject.org/gdeltv2/20230324121500.gkg.csv.zip,254
2023-03-25,20230325121500,http://data.gdeltproject.org/gdeltv2/20230325121500.gkg.csv.zip,118
2023-03-26,20230326121500,http://data.gdeltproject.org/gdeltv2/20230326121500.gkg.csv.zip,108
2023-03-27,20230327121500,http://data.gdeltproject.org/gdeltv2/20230327121500.gkg.csv.zip,218
2023-03-28,20230328121500,http://data.gdeltproject.org/gdeltv2/20230328121500.gkg.csv.zip,205
2023-03-29,20230329121500,http://data.gdeltproject.org/gdeltv2/20230329121500.gkg.csv.zip,196
2023-03-30,20230330121500,http://data.gdeltproject.org/gdeltv2/20230330121500.gkg.csv.zip,293
2023-03-31,20230331121500,http://data.gdeltproject.org/gdeltv2/20230331121500.gkg.csv.zip,148
2023-04-01,20230401121500,http://data.gdeltproject.org/gdeltv2/20230401121500.gkg.csv.zip,109
2023-04-02,20230402121500,http://data.gdeltproject.org/gdeltv2/20230402121500.gkg.csv.zip,108
2023-04-03,20230403121500,http://data.gdeltproject.org/gdeltv2/20230403121500.gkg.csv.zip,159
2023-04-04,20230404121500,http://data.gdeltproject.org/gdeltv2/20230404121500.gkg.csv.zip,171
2023-04-05,20230405121500,http://data.gdeltproject.org/gdeltv2/20230405121500.gkg.csv.zip,131
2023-04-06,20230406121500,http://data.gdeltproject.org/gdeltv2/20230406121500.gkg.csv.zip,207
